run_id,v01,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
11,0.9486256335535541,0.9750381460081017,0.603232491967562,0.7550966057443043,0.5968567311073156,0.2551954637175561,0.44568066907068016,0.38690789475080284,0.45631659116028445,0.39561686914913374,0.5383913641202764,0.39561686914913374,0.983241125446947,0.327940343593068,0.9772361035103054,0.30773224290664214,0.9713911503921404,0.4131889141824425,0.9741214381075113,0.5722395593656824,0.9963971039700564,0.5814925067964424,0.9338503559803157,0.6794333324862247,0.7137410116943866,0.6777282775797104,0.6931431378631582,0.6352627911558525,0.6271095011785239,0.6626826890581492,0.5444814868541706,0.5444814868541706,0.08887488397144193,0.4941942515096156,0.1319655982151113,0.3533814322506056,0.15940772338440878,0.4895716465700829,0.18337260157072013,0.5809367047294299,0.18780736551648464
12,0.6186103882210164,0.3013585779616512,0.07649642224107635,0.1464125313787905,0.07405069642981532,0.6415269798201532,0.14089688775716677,0.6729562666480325,0.14453751281120455,0.6772412525768771,0.10811608733131679,0.6772412525768771,0.05712809212353238,0.3544762097449724,0.04801519240780148,0.3802928409026315,0.638279878442466,0.42583886693776657,0.478604013207729,0.3664815561230231,0.531995145418545,0.3130642320876091,0.8067246781949428,0.3555073570999088,0.6643191505273184,0.34052324254093785,0.7536941082035662,0.31827371969964263,0.9796118631559307,0.35189897044939566,0.93502627463994,0.93502627463994,0.1841913892620312,0.3165007295726248,0.21087535533305762,0.36043183140176793,0.24889141850707375,0.43938590087754337,0.2695821955311963,0.4605602516967093,0.2668361633832164
13,0.5440738259458789,0.30543880777992605,0.6561971181285698,0.40751322400344586,0.6252764886295967,0.1865678253609939,0.5642195858711263,0.2657036157312361,0.6138464561465542,0.28350540940600405,0.8731955013162996,0.28350540940600405,0.07262447267438706,0.5094603641515492,0.25768042129716595,0.4129136957585041,0.05375474454749214,0.5484390598676311,0.005921709979062887,0.5030461279821572,8.605970447067851e-4,0.46431988193252643,0.1032139956416938,0.4305772194066082,0.5453720366803375,0.46523133518639415,0.5190562446440723,0.49470310182929234,0.448905757699207,0.5361753482841577,0.4061053092492433,0.4061053092492433,0.8623783619048221,0.33406097170320137,0.8372117188349085,0.5215031657829496,0.8112153035282571,0.5317322475113014,0.8089504460853896,0.5754457247675159,0.8099946877269874
14,0.027909974749896514,0.12168849574105514,0.05208812903559815,0.0802094833997625,0.05060407413255599,0.17773752855405858,0.0714337705148095,0.18623686928969413,0.06270453628042712,0.1548140269525977,0.07147352755959202,0.1548140269525977,0.006531109331965244,0.29094529992144563,0.007011238931578388,0.3992285528650999,0.05496818701283062,0.5300043065341774,0.09487380824507327,0.7025578385399595,0.07332627343380284,0.7962578622666253,0.03688194453416915,0.9357759959090521,0.04664673774702906,0.9683425585093284,0.07620171302188306,0.9254891757294769,0.010053534559868604,0.9914522339163114,0.009063411821834668,0.009063411821834668,0.9626204673141944,0.02388088725532162,0.9169833614438191,0.06466010764739574,0.7229172579690457,0.047811424977132345,0.6457750866154321,0.03110276008027509,0.627601322980439
15,0.5497284739888055,0.34600473774268703,0.1909020964094618,0.3961370451370112,0.1471058247318138,0.6005185572642727,0.060066433270270246,0.5565918311605409,0.060812603742018655,0.5553883597140571,0.08057840936031975,0.5553883597140571,0.02964118520235493,0.34046285879156796,0.11110111299351452,0.27901355709340286,0.014805730313171438,0.3350409281131952,0.0017671520522339517,0.426764720826783,0.005256369868480101,0.43437329278651726,0.5961410581079901,0.4563659157328654,0.23088667802711846,0.4979813498491253,0.31026076542731634,0.49612613686612955,0.766160931274167,0.5662068800503417,0.6847505264937782,0.6847505264937782,0.9772499902703123,0.5858479597815922,0.9615254647598211,0.678205688243858,0.9665392726288682,0.6744253616077607,0.9697141955826467,0.6943225717017462,0.9699562717303619
16,0.1277792523066864,0.05750893509341556,0.550641836710145,0.06732950952557393,0.6138618530579969,0.2561360898779137,0.7809264490386743,0.30382728230109657,0.7964219319355452,0.27933716130467245,0.8437868631093071,0.27933716130467245,0.6469412613898972,0.28806892771459236,0.5949862789808623,0.29334187002554757,0.44504551384594193,0.37797986062015215,0.26236746276706735,0.44809831931092214,0.23583001404966494,0.5747042499284701,0.946392977761285,0.6822979376355434,0.8196341806386022,0.7447707164439842,0.6163766896442986,0.7509324185279495,0.9926114645130898,0.8160808935172711,0.9800309631920567,0.9800309631920567,0.012215530933181788,0.2542436225012167,0.029070756395582435,0.37997299257213724,0.015753044065403767,0.4524747495982979,0.010132178056627725,0.44685061383197483,0.010813360772233428
17,0.45180545152492313,0.5018682229114286,0.49968072161861793,0.3726210405859636,0.4997143798419158,0.18815584007183084,0.4809342447886878,0.19375205161203368,0.4846896472006967,0.18188030232464977,0.6107006811872624,0.18188030232464977,0.0798918267557469,0.44186380416306614,0.06100551965845921,0.5440771255767182,0.032855007320752784,0.6124038071464043,0.03782319058221082,0.6242091713748451,0.04284652479521382,0.5774402428694316,0.05199023817141967,0.7162000367567822,0.054021516263580815,0.7158298326543893,0.08640405517250989,0.6940635171243911,0.5699633499435605,0.718855080013186,0.3133642457517076,0.3133642457517076,0.011550353113153352,0.11005849984613095,0.0642461923395506,0.09638295325520517,0.10921775469856451,0.11674580318691101,0.17187236487354102,0.10358284211246369,0.1788004121133636
18,0.932135345716016,0.7678011619044887,0.4926761780149026,0.72209993757528,0.4503585452259681,0.4674459691960341,0.3789738012476215,0.5926882174805013,0.3792289289081481,0.5143298034059874,0.4800321608150948,0.5143298034059874,0.9696531135428113,0.4348856337618641,0.9485131302071561,0.3809319044392206,0.9964147151148803,0.6153135411813521,0.9967737523904359,0.656597693402965,0.9999887179013153,0.6830695010262035,0.035696199115649536,0.692646962209048,0.02309918377983239,0.7107549905795795,0.02300450851895011,0.6834211640504129,0.02270139675640251,0.7091441998973804,0.016065457499300762,0.016065457499300762,0.009911341826769494,0.5568744165115735,0.03553833615960876,0.7604079968660733,0.044516622267374927,0.7985839135513999,0.043210940727537756,0.9123961536276127,0.0431863470903839
19,0.9967007848043955,0.8759863680252469,0.2693725275656842,0.8838428616195401,0.2487599692866033,0.6964009649744142,0.17963677390623115,0.6875342471933005,0.1714197235445529,0.5680241683036646,0.16740894275407078,0.5680241683036646,0.022237042240610523,0.3840873835172065,0.02721312655931413,0.44280128434708993,0.3466411308493816,0.7015034112170461,0.1355053404439054,0.7759693031971282,0.1517024340131136,0.7389496356358985,0.43620639486852086,0.7957205509394486,0.2994468503488485,0.8388185167543193,0.46096218134898204,0.8504929622516147,0.8612851210898496,0.9771970423652155,0.6936353834203987,0.6936353834203987,0.06425196691531868,0.3263422212870311,0.07980799734414291,0.37096684139145075,0.0782947693114435,0.4405811106806067,0.07447435511658292,0.4938468498699199,0.07544224687913244
20,0.68534981743388,0.7394267984602774,0.05121540706880134,0.6379249568399228,0.0603845088427039,0.6460532188489686,0.13124899760413286,0.7526692706656279,0.13536019873161279,0.7115368140285879,0.08592916934942499,0.7115368140285879,0.6935499163644129,0.6448241166792459,0.6023691705221939,0.5178955633175516,0.4423528672473982,0.7236502062325763,0.3444242382726562,0.6735290709700071,0.3548138218003956,0.6273139825998801,0.335215316254235,0.6254540656736102,0.32262159546284275,0.6554184179472294,0.3222782499368797,0.692164558904053,0.31624606855548687,0.7505414103416631,0.314819302222707,0.314819302222707,0.9984542129813474,0.6667710142047294,0.994646289181591,0.8619543479787571,0.994342806996585,0.9135021745845792,0.9968195246731802,0.9288428482331912,0.9967187461115488
21,0.7778370900585065,0.7022540252063446,0.2627942096624049,0.7325695847489909,0.26348507052663084,0.22432360728660958,0.19357812114020465,0.27823824390798146,0.18524327739910143,0.22005783121069333,0.19828093029775176,0.22005783121069333,0.9398948390191552,0.5928021882701886,0.9247654497293902,0.5432982456514283,0.8299015723553869,0.6319137030850045,0.8037933587265621,0.5798542352222399,0.681379775451431,0.5032116221908998,0.9200190783605362,0.5320672956550336,0.9694651342721127,0.5761679898986006,0.9705314633422255,0.5681015773276532,0.9631896591994348,0.6024172607530554,0.9553954538562255,0.9553954538562255,0.08547523250365847,0.16623988414559832,0.13234668201563313,0.22971420742662038,0.21342196182425366,0.31741016047052795,0.29454314197363807,0.34404210522834616,0.2995411789897229
22,0.9957158971724639,0.6098854215053547,0.0400052992214413,0.7192192831136421,0.04325255867082724,0.7964940606252464,0.0868258340266305,0.8256260433694108,0.0790381453929282,0.74984374256915,0.0964632460105814,0.74984374256915,0.9713694980984027,0.49920832609159127,0.9368915310487417,0.4228624037824553,0.9624075001659298,0.6672389734099998,0.831122058539069,0.6784764255685282,0.5649777814203027,0.6447159779376695,0.1267154507894002,0.669013877852513,0.12235322219479818,0.656178148294104,0.12349701155409158,0.6439134768910874,0.018833892061701687,0.6878999670988553,0.03219758993452263,0.03219758993452263,0.9142078518277721,0.055844665437179954,0.8795776708765298,0.03415928914476021,0.8358802246303054,0.04616468138843488,0.8245305430116416,0.03364865995794881,0.822469029362852
23,0.7799983312190565,0.8288273656256793,0.5693428930659581,0.5130135927077948,0.5246139764334157,0.15689500318361127,0.3788225288897598,0.1592513702021432,0.37646202692867403,0.3570029103213402,0.44617629204731496,0.3570029103213402,0.8463699092260476,0.6890608448902454,0.7749344376306234,0.7248381510692705,0.9785179237714544,0.8350701866876188,0.9795700641035089,0.7145309322234824,0.9716789264553684,0.7029444428521252,0.8893598508257426,0.7431644568345656,0.9043596214171865,0.7800138085523208,0.9136092158524685,0.7660486341221631,0.6720269561917833,0.8138456720382942,0.7215560075126303,0.7215560075126303,0.9774915598482057,0.5677707091350408,0.9693222580162181,0.7224824964376422,0.9871474901663788,0.8003221511976254,0.9926904357900598,0.7979863768729555,0.9931023435488232
24,0.8642130508317737,0.42765613365305444,0.13625410234136656,0.2960170760076933,0.21177907295408221,0.5183814964135498,0.5940462565299622,0.5507052096706162,0.5884385816747241,0.6669229500321672,0.7799457011091219,0.6669229500321672,0.5751967481672001,0.20664069311730465,0.5789085943401712,0.21875959843536943,0.9358655128333757,0.4095881307639762,0.9287560972654052,0.49451699529382526,0.9569257337761056,0.5200346024306104,0.997321925282431,0.6879787804995539,0.9927468161535877,0.7094168730271443,0.9867983266828636,0.7273838515037874,0.9758166371915609,0.8639623267367356,0.9525750769185465,0.9525750769185465,0.2080338273246859,0.431268666218231,0.18166090539472882,0.40792292306943967,0.13876321362950442,0.4187237322657773,0.1271516417543702,0.4548771533531988,0.12259652979043054
25,0.11717028264457173,0.1246080479126299,0.08692288827913393,0.1158938421705739,0.1464644416105694,0.043165966671864495,0.35184916250959525,0.05477042250794769,0.37856646772068486,0.0649540593770623,0.5122014675751096,0.0649540593770623,0.10233765178135583,0.21791165289405465,0.24816932462453348,0.2614300895571403,0.01894561953976327,0.3355487033172787,0.014329091210956102,0.3846544489718635,0.023123880963754718,0.4333181759109447,0.16808019356719786,0.6255443369949443,0.07516955742962345,0.6230718713527761,0.09955334615497945,0.6531993294595375,0.267287230503108,0.7146444328634991,0.19475648020710537,0.19475648020710537,0.014449594506188532,0.7767630969647632,0.07185015735378623,0.7064229109051142,0.15205393958325805,0.9083636266882555,0.20311271622476415,0.9020495547943344,0.20387705351624563
26,0.020886759640831587,0.10629556869224624,0.276676359414686,0.09369201207382188,0.23709652422949515,0.10051277663337548,0.10371325647425751,0.08826290943941707,0.09586278834227287,0.12087940611152266,0.13537263942811645,0.12087940611152266,0.19719877028530636,0.4953979823639471,0.15777813084448405,0.5531951225207846,0.3877482055197726,0.5809768536844461,0.3133215730241265,0.5814476061875045,0.4366344556479201,0.6753874728994703,0.07176620245683495,0.806382831633805,0.08039950829369072,0.8536670092964896,0.06819169325836887,0.8526222252392524,0.14689978379644772,0.9154084904693969,0.27929240931533156,0.27929240931533156,0.37541423262542106,0.4803704057188756,0.36287623440008504,0.5644174166746541,0.31462365736874226,0.5896368938983114,0.2943216293950319,0.6889877197705845,0.29101805800258074
27,0.15138039125810043,0.0690472868490414,0.3485846510956403,0.08889156564039566,0.38164137924325703,0.11157893349781736,0.8908251023815611,0.09321162375475456,0.9155521337577373,0.09775478065751488,0.9913230236443022,0.09775478065751488,0.7676678252116576,0.2372323466846347,0.5748411009393535,0.24479579722316963,0.9843634933854859,0.3761996966948019,0.9497910670018153,0.4853802562679632,0.7043594767920346,0.5770864309494639,0.577935833942259,0.6713229023125308,0.09948969105026939,0.7137868740984965,0.08349655674210894,0.722815552672148,0.16758017628778804,0.8202779724516419,0.13360078846644927,0.13360078846644927,0.5213430385583364,0.4299339979628543,0.5223357700724549,0.6592991687729487,0.5326408868224198,0.7549106508780041,0.5349099925244876,0.8192845110834115,0.5345375097685484
28,0.2525174931888066,0.22761656561537433,0.2704335699654634,0.30574807658944636,0.2161960535450455,0.18171524648095091,0.1480160311852105,0.220130941922455,0.155132735700055,0.26514955544783864,0.15557701291719084,0.26514955544783864,0.3407642570349448,0.23664931658268842,0.17431235673204754,0.2212951043900458,0.4934791987485571,0.2932055041748264,0.7981566543680342,0.32502796015075447,0.8970681774848444,0.35868490101866746,0.9998117967729564,0.4384836966948806,0.9972284997388541,0.4668297182439829,0.9979796117041403,0.477487464844748,0.9901398172917207,0.5046529142311585,0.9995309009872665,0.9995309009872665,0.9264261611270752,0.2650267465348266,0.92493171612263,0.33737618719960516,0.9503620142057434,0.37186510014850593,0.960513531184977,0.358110532343736,0.9609899582210326
29,0.7171303230487921,0.43707553541418126,0.561824622945323,0.4529239926160694,0.5842386214315877,0.5768232762626415,0.5853372289041915,0.6051879953638399,0.6181393577686524,0.49751935051341784,0.8906825090967595,0.49751935051341784,0.03664922846872969,0.53929134684925,0.03522794065839409,0.513217456286582,0.2603884439123031,0.7302819003335979,0.12666163853144513,0.7092077547157962,0.8087933676646779,0.6792726326717894,0.875697427204218,0.7315546382262046,0.9983901934084595,0.7499441322287597,0.9987803286875826,0.7296281967357461,0.9446152347036875,0.8511349737064758,0.9954671313511201,0.9954671313511201,0.0021853259259694527,0.22322684404063395,0.009343896111197054,0.3294472604698722,0.0021990666855356473,0.37741150064619905,0.00158746985432698,0.40068704400177246,0.0014382470398967848
30,0.14919391989893085,0.16950968563705845,0.07845838716155801,0.16300764933622802,0.0594036372042995,0.308924946428647,0.10426100961670795,0.3412232743586937,0.0917225599540232,0.3229340337977293,0.0346839211019358,0.3229340337977293,0.5297099655050342,0.526096191294848,0.5356794551652297,0.4952864771895502,0.5417178948812729,0.5692867640031056,0.5427853056662684,0.6049154012585752,0.7269884813963701,0.6074457396142581,0.8720966297473215,0.6828570514597072,0.8421111832727424,0.6836895263860425,0.8838243611826602,0.68724784837953,0.2618303125040999,0.7606703482485356,0.5570395349792436,0.5570395349792436,0.8320915669908684,0.5861454051136975,0.8287986112138863,0.5309860312539043,0.8723461022770403,0.6492820295330828,0.8934076920514685,0.7361620425467297,0.8924804874820174
31,0.9014512088381464,0.8985148373898753,0.6590560364811356,0.7318095310712224,0.6473751664818351,0.2417896236168044,0.7969508970530709,0.1704385743962946,0.8194923439878021,0.2283622975062092,0.9519330063824246,0.2283622975062092,0.03508963643976145,0.5701087707218039,0.026874450241072538,0.7272718318985869,0.2946219698032616,0.8357993027156226,0.2052110671087619,0.7581230900166356,0.06474075016787831,0.7517066598503762,0.992738851631905,0.890787747343139,0.9036790562544885,0.8673893644239482,0.8613820235055845,0.867480437647037,0.5576906235382494,0.9159604788070185,0.5722295017244035,0.5722295017244035,0.23162484327191693,0.17731051495743655,0.25092796898917435,0.1626470741442542,0.26979520553635067,0.19468964754823714,0.2758313249743563,0.2039946067693696,0.27665520343592565
32,0.7240830159953516,0.5182033120146752,0.3413833144685626,0.516838157539315,0.36095581891774275,0.6426203012148438,0.41861953889040815,0.7206518160528084,0.4391246170447889,0.7684193464868492,0.6094080174400099,0.7684193464868492,0.007673870524720253,0.4715621009589884,0.00626946038201714,0.4502117883419918,0.005268656946103133,0.547377877797577,0.003837053853399246,0.5065793042716618,0.19895492207314605,0.43230896947557695,0.35618704348173125,0.4472395060388219,0.8071606849999201,0.46587210536597234,0.8927685813600299,0.4839686130492943,0.6299622487196311,0.49889299036741763,0.4254855497690997,0.4254855497690997,0.9720661151578327,0.711754349531376,0.9158070035182957,0.4761451858014213,0.8561150664161936,0.6242180318452712,0.8058922328423925,0.7255204055455833,0.8109448857268899
33,0.5698117156183111,0.5821761024536101,0.4933582216448198,0.5597696184725302,0.5437478007534858,0.019255854733071582,0.6044953866407077,0.1050808772323495,0.6383586404108997,0.16464896589851158,0.6910022392551705,0.16464896589851158,0.6679276289962884,0.3158720275582465,0.5977006445586649,0.4231490345826808,0.99606023493106155,0.6056549037920573,0.9714300576051645,0.80365016675361,0.9810736453040647,0.7920331254217352,0.8321845941221333,0.9702451738613752,0.8496135238781788,0.9834256403827804,0.6893582911931226,0.9709609830515675,0.27773707189455704,0.9791340891732755,0.46196092191033067,0.46196092191033067,0.9798796359747072,0.13474301908628616,0.9448933960164755,0.13946270066617847,0.8891808759346302,0.20306237100710456,0.8774159950822825,0.23869390939667087,0.878543756999437
34,0.40905259074411265,0.198908654280846,0.3065153825826185,0.152851848597479,0.33625989085722807,0.11398328786879337,0.3614090772891733,0.1002298506869145,0.3714066500848332,0.20668276208699451,0.5321275728803231,0.20668276208699451,0.7480078440970988,0.49718744879649374,0.6055723321307646,0.5514583202158503,0.5043073703483432,0.5861871182845518,0.3169575264844292,0.5495867388580656,0.109970965199429,0.5578071878425838,0.7762941668418114,0.7016625043574669,0.9836707333540095,0.7326520130075035,0.9833223280575848,0.7002602618454511,0.9799699916783785,0.7705355404773662,0.9765592219650336,0.9765592219650336,0.34244079610970696,0.375828454117458,0.3392301800649884,0.3306905704184806,0.32039732317793246,0.3461780849414915,0.3168761714177973,0.40131213525449605,0.31883502117628715
35,0.6554222725748332,0.37204067464214846,0.522478472794143,0.22580724001035332,0.49147191232568055,0.5807203369907661,0.46281145115769073,0.5723044489804648,0.48247882077869814,0.6036410370970033,0.4355307751060691,0.6036410370970033,0.6457243231449039,0.4101704905619629,0.6384115124825664,0.4273144507348297,0.7077477862886122,0.6816810034975709,0.7053041389087168,0.7140857758222868,0.7040153487172824,0.733293308156188,0.7126240588691888,0.8609610845353616,0.7101337625489959,0.8594393572558906,0.690881584372871,0.8309248956271271,0.6640818832451131,0.860169891156891,0.6678407779286369,0.6678407779286369,0.7146680894236912,0.6347050579023273,0.7057942905817276,0.6117011142873093,0.7123582487817474,0.6754188011442066,0.714171468012823,0.7498438884542995,0.7143980910139492
36,0.20972841126884756,0.19640948841906222,0.5123501666499968,0.10578217521511206,0.550101425715001,0.259898956325277,0.7666770210649606,0.266354267371755,0.7808561835125624,0.23498614447022684,0.9904728194914034,0.23498614447022684,0.09361464733805061,0.5017861505611093,0.06304392640787661,0.48469238875984144,0.03011950971567112,0.7000095945444986,0.027783977617970593,0.6425821040494486,0.02106429799701315,0.5904110702588318,0.1841408261216601,0.5817290424937707,0.13918242959717614,0.6018890409892601,0.17441548568030174,0.6138431372632014,0.0011810766584435524,0.7329295737965057,0.0032767000260689504,0.0032767000260689504,0.9423417662983894,0.2552864403441645,0.9266384912277141,0.3659518347424246,0.9384477588360054,0.40702946221875097,0.9440945416747694,0.47260997100668517,0.9456022475574457
37,0.902645736310316,0.7434694623732909,0.6592689995403557,0.5303540397104809,0.6252526139302337,0.8792874640321425,0.6552695120189094,0.8227935316933324,0.6608649930432434,0.8965279468574233,0.6337818568274246,0.8965279468574233,0.016839112762676915,0.024736184491312256,0.018594636092629215,0.020415821675047418,0.01870679735985852,0.03800798252534221,0.015280373571771337,0.03630030747428182,0.023146293740399095,0.03154811768405252,0.03412427830171968,0.047963032356327276,0.05289916652266283,0.04538513721509148,0.05757905200244499,0.037829719882912186,0.052643378691989796,0.05314236271325729,0.03648138146047475,0.03648138146047475,0.2235626942931407,0.4113734422681736,0.2603242584703508,0.6132599202130313,0.3270090173190306,0.658354011662443,0.3490910666714675,0.6748984521371717,0.3503201880663516
